trial_index,start_x,start_y,target_x,target_y
1357,750,750,50,50
1358,750,750,50,50
1359,750,750,50,50
1360,750,750,50,50
1361,750,750,50,50
1362,750,750,50,50
1363,750,750,50,50
1364,750,750,50,50
1365,750,750,50,50
1366,750,750,50,50
1367,750,750,50,50
1368,750,750,50,50
1369,750,750,50,50
1370,750,750,50,50
1371,750,750,50,50
1372,750,750,50,50
1373,750,750,50,50
1374,750,750,50,50
1375,750,750,50,50
1376,750,750,50,50
1377,750,750,50,50
1378,750,750,50,50
1379,750,750,50,50
1380,750,750,50,50
1381,750,750,50,50
1382,750,750,50,50
1383,750,750,50,50
1384,750,750,50,50
1385,750,750,50,50
1386,750,750,50,50
1387,750,750,50,50
1388,750,750,50,50
1389,750,750,50,50
1390,750,750,50,50
1391,750,750,50,50
1392,750,750,50,50
1393,750,750,50,50
1394,750,750,50,50
1395,750,750,50,50
1396,750,750,50,50
1397,750,750,50,50
1398,750,750,50,50
1399,750,750,50,50
1400,750,750,50,50
1401,750,750,50,50
1402,750,750,50,50
1403,750,750,50,50
1404,750,750,50,50
1405,750,750,50,50
1406,750,750,50,50
1407,750,750,50,50
1408,750,750,50,50
1409,750,750,50,50
1410,750,750,50,50
1411,750,750,50,50
1412,750,750,50,50
1413,750,750,50,50
1414,750,750,50,50
1415,750,750,50,50
1416,750,750,50,50
1417,750,750,50,50
1418,750,750,50,50
1419,750,750,50,50
1420,750,750,50,50
1421,750,750,50,50
1422,750,750,50,50
1423,750,750,50,50
1424,750,750,50,50
1425,750,750,50,50
1426,750,750,50,50
1427,750,750,50,50
1428,750,750,50,50
1429,750,750,50,50
1430,750,750,50,50
1431,750,750,50,50
1432,750,750,50,50
1433,750,750,50,50
1434,750,750,50,50
1435,750,750,50,50
1436,750,750,50,50
1437,750,750,50,50
1438,750,750,50,50
1439,750,750,50,50
1440,750,750,50,50
1441,750,750,50,50
1442,750,750,50,50
1443,750,750,50,50
1444,750,750,50,50
1445,750,750,50,50
1446,750,750,50,50
1447,750,750,50,50
1448,750,750,50,50
1449,750,750,50,50
1450,750,750,50,50
1451,750,750,50,50
1452,750,750,50,50
1453,750,750,50,50
1454,750,750,50,50
1455,750,750,50,50
1456,750,750,50,50
1457,750,750,50,50
1458,750,750,50,50
1459,750,750,50,50
1460,750,750,50,50
1461,750,750,50,50
1462,750,750,50,50
1463,750,750,50,50
1464,750,750,50,50
1465,750,750,50,50
1466,750,750,50,50
1467,750,750,50,50
1468,750,750,50,50
1469,750,750,50,50
1470,750,750,50,50
1471,750,750,50,50
1472,750,750,50,50
1473,750,750,50,50
1474,750,750,50,50
1475,750,750,50,50
1476,750,750,50,50
1477,750,750,50,50
1478,750,750,50,50
1479,750,750,50,50
1480,750,750,50,50
1481,750,750,50,50
1482,750,750,50,50
1483,750,750,50,50
1484,750,750,50,50
1485,750,750,50,50
1486,750,750,50,50
1487,750,750,50,50
1488,750,750,50,50
1489,750,750,50,50
1490,750,750,50,50
1491,750,750,50,50
1492,750,750,50,50
1493,750,750,50,50
1494,750,750,50,50
1495,750,750,50,50
1496,750,750,50,50
1497,750,750,50,50
1498,750,750,50,50
1499,750,750,50,50
